student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD01000,Female,Arts & Humanities,High,High,Yes,3.46,Yes,0.573,0.626,0.834,0.704,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01001,Female,Arts & Humanities,Medium,Medium,No,2.25,No,0.491,0.626,0.511,0.267,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01002,Male,STEM,High,Medium,No,1.93,Yes,0.269,0.955,0.867,0.924,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01003,Female,Social Sciences,Medium,Medium,No,2.59,No,0.868,0.335,0.269,0.259,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01004,Non-disclosed,Business,Low,Medium,No,2.3,No,0.156,0.525,0.659,0.416,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01005,Male,STEM,High,Medium,Yes,3.6,No,0.506,0.05,0.435,0.208,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01006,Male,Arts & Humanities,High,High,Yes,3.23,Yes,0.407,0.656,0.587,0.838,Yes,No,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01007,Female,Arts & Humanities,Low,Medium,Yes,2.11,Yes,0.48,0.962,1,0.664,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01008,Female,Arts & Humanities,Low,Medium,Yes,2.38,No,0.559,0.382,0.989,0.442,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01009,Male,Social Sciences,Medium,Medium,No,3.93,Yes,0.712,0.516,0.853,0.821,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01010,Non-disclosed,Arts & Humanities,Medium,Medium,No,2.57,Yes,0.244,0.397,0.792,0.693,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01011,Male,STEM,Low,Medium,No,2.21,No,0.397,0.459,0.782,0.32,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01012,Female,Education,Medium,High,No,4.02,No,0.431,0.133,0.595,0.265,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01013,Male,STEM,Medium,Low,No,4.1,No,0.414,0.294,0.711,0.349,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01014,Male,Business,High,Medium,No,4.41,No,0.702,0.298,0.4,0.39,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01015,Female,Arts & Humanities,Medium,Low,Yes,2.67,No,0.546,0.12,0.932,0.485,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01016,Male,Arts & Humanities,Low,High,Yes,3.39,No,0.556,0.596,0.422,0.267,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01017,Female,Arts & Humanities,Low,Low,No,2.85,No,0.964,0.273,0.58,0.442,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01018,Male,Arts & Humanities,High,Medium,No,3.75,No,0.538,0.206,0.971,0.327,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01019,Female,Arts & Humanities,Medium,High,No,3.55,Yes,0.403,0.678,0.74,0.735,Yes,No,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01020,Male,Business,Medium,Low,No,2.95,No,0.839,0.543,0.772,0.258,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01021,Female,Business,Medium,Low,Yes,2.89,No,0.509,0.343,0.612,0.351,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01022,Male,Social Sciences,High,High,Yes,5,No,0.725,0.453,0.626,0.489,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01023,Male,Business,High,Medium,No,4.07,No,0.836,0.347,0.823,0.197,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01024,Female,Social Sciences,Medium,High,No,3.94,No,0.404,0.571,0.298,0.377,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01025,Female,Health,High,Low,No,2.89,No,0.65,0.321,0.822,0.444,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01026,Male,STEM,Low,Medium,Yes,3.12,No,0.852,0.135,0.421,0.24,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01027,Female,Social Sciences,Low,Medium,Yes,3.11,No,0.551,0.419,0.494,0.228,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01028,Female,Arts & Humanities,High,Low,No,2.19,Yes,0.634,0.737,0.232,0.724,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01029,Male,STEM,Medium,Low,Yes,3.31,Yes,0.669,0.65,0.808,0.688,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01030,Male,Business,High,Low,Yes,2.56,No,0.393,0.429,0.539,0.273,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01031,Male,STEM,Low,Low,Yes,2.24,No,0.7,0.339,0.53,0.363,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01032,Male,STEM,High,High,No,5,Yes,0.475,0.913,0.346,0.821,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01033,Non-disclosed,Business,Low,High,Yes,3.27,No,0.629,0.61,1,0.543,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01034,Female,STEM,Low,High,Yes,3.44,No,0.449,0.402,0.338,0.408,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01035,Female,Social Sciences,Medium,Medium,No,2.45,No,0.655,0.31,0.711,0.286,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01036,Female,Business,High,Low,No,2.21,No,0.683,0.219,0.566,0.211,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01037,Male,STEM,Low,Low,No,2.47,No,0.808,0.295,0.509,0.37,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01038,Female,Business,Low,Medium,No,3.71,No,0.341,0.526,0.506,0.505,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01039,Male,STEM,High,Medium,Yes,3.08,No,0.655,0.617,0.925,0.221,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01040,Male,Health,Medium,High,No,5,Yes,0.838,0.726,0.963,0.798,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01041,Female,STEM,High,Low,Yes,3.37,No,0.446,0.099,0.664,0.266,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01042,Male,Social Sciences,Medium,Low,No,3.29,No,0.711,0.489,0.044,0.477,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01043,Male,Social Sciences,Medium,High,Yes,3.07,Yes,0.731,0.603,0.82,0.721,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01044,Male,Business,High,Low,No,3.26,No,0.216,0.203,0.924,0.218,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01045,Female,STEM,Medium,Low,Yes,3.65,No,0.547,0.458,0.582,0.296,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01046,Female,Arts & Humanities,Low,High,No,1.91,Yes,0.752,0.966,0.682,0.883,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01047,Female,Social Sciences,Low,Low,Yes,1.69,Yes,0.694,0.61,0.396,0.77,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01048,Male,Health,Medium,Low,No,3.07,No,0.753,0.38,0.497,0.249,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01049,Male,Education,Medium,High,Yes,5,Yes,0.47,0.592,0.71,0.903,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01050,Female,Arts & Humanities,High,Low,No,1.9,Yes,0.738,0.675,0.814,0.988,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01051,Female,STEM,High,High,No,4.26,No,0.707,0.134,0.639,0.242,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01052,Female,Health,Medium,Low,Yes,2.2,Yes,0.573,0.606,0.734,0.685,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01053,Male,Business,High,Low,No,3.36,No,0.641,0.365,0.502,0.342,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01054,Female,Business,Medium,Low,No,2.57,No,0.501,0.273,0.611,0.421,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01055,Non-disclosed,STEM,Medium,Medium,No,2.57,Yes,0.515,0.77,0.368,0.592,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01056,Female,STEM,Medium,Medium,No,2.87,No,0.758,0.503,0.544,0.326,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01057,Male,STEM,High,Medium,Yes,3.29,Yes,0.341,0.638,1,0.493,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01058,Female,Arts & Humanities,Low,Medium,No,3.23,Yes,0.56,0.637,0.509,0.855,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01059,Male,Social Sciences,High,Medium,No,4.38,No,0.808,0.461,0.565,0.206,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01060,Male,Business,High,Low,No,4.95,Yes,0.435,0.557,0.778,0.785,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01061,Female,Social Sciences,Low,Medium,No,2.79,No,0.432,0.592,0.95,0.604,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD01062,Female,Business,High,High,Yes,4.36,Yes,0.526,0.792,0.514,0.597,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01063,Male,Health,Medium,High,No,4.75,Yes,0.587,0.744,0.785,0.736,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01064,Non-disclosed,Health,Medium,Medium,Yes,4.41,Yes,0.658,0.755,0.378,0.538,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01065,Female,Arts & Humanities,High,Low,No,2.52,No,0.606,0.536,0.719,0.359,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01066,Male,Arts & Humanities,High,High,Yes,4.06,Yes,0.689,0.448,0.684,0.748,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01067,Male,STEM,Medium,High,Yes,4.02,No,0.699,0.283,0.483,0.345,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01068,Male,Business,High,Low,No,2.31,Yes,0.559,0.493,0.678,0.602,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01069,Female,STEM,Medium,Medium,Yes,1.66,Yes,0.637,0.526,0.537,0.548,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01070,Female,Business,Medium,Low,No,1.89,Yes,0.797,0.881,0.888,1,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01071,Male,Business,Medium,Medium,Yes,2.98,Yes,0.83,0.62,0.927,0.505,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01072,Female,Health,Low,Low,Yes,1.79,Yes,0.184,0.559,0.728,0.922,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01073,Male,Business,Medium,Medium,No,3.25,No,0.576,0.444,0.369,0.522,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01074,Female,Business,Medium,Medium,Yes,4.0,No,0.567,0.424,0.645,0.388,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01075,Female,Education,Low,Medium,No,2.84,No,0.492,0.157,0.563,0.197,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01076,Female,Arts & Humanities,Medium,Low,Yes,1.72,No,0.506,0.26,0.707,0.287,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01077,Female,Arts & Humanities,Medium,High,Yes,2.87,Yes,0.574,0.771,0.935,0.667,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01078,Female,Arts & Humanities,Medium,Medium,Yes,3.55,Yes,0.919,0.73,0.683,0.548,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01079,Female,Arts & Humanities,High,Medium,No,4.11,Yes,0.407,0.858,0.715,0.537,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01080,Female,Arts & Humanities,Low,Low,Yes,1.8,No,0.385,0.331,0.583,0.209,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01081,Female,Health,Medium,High,No,3.87,No,0.292,0.493,0.59,0.293,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01082,Female,STEM,Low,Low,No,2.35,No,0.59,0.314,0.375,0.482,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01083,Non-disclosed,Health,Low,Medium,No,2.9,Yes,0.561,0.764,0.785,1,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01084,Male,Health,High,High,Yes,3.48,Yes,0.532,0.547,0.91,0.537,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01085,Female,STEM,Low,Medium,No,3.04,Yes,0.677,0.815,0.674,0.698,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01086,Male,Social Sciences,Medium,High,No,4.19,Yes,0.574,0.932,0.743,0.747,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01087,Non-disclosed,STEM,High,Medium,No,2.91,No,0.249,0.374,0.402,0.373,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01088,Male,Business,High,Medium,No,4.03,No,0.422,0.573,0.352,0.423,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01089,Female,Social Sciences,Low,Medium,No,3.65,No,0.446,0.442,0.532,0.315,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01090,Male,Arts & Humanities,Medium,Medium,No,3.9,No,0.402,0.659,0.65,0.341,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01091,Female,Health,High,Medium,No,4.34,No,0.48,0.158,0.753,0.502,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01092,Male,Business,Low,Medium,No,2.05,No,0.504,0.153,0.599,0.11,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01093,Female,Education,High,Medium,No,3.39,Yes,0.418,0.45,0.794,0.799,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01094,Male,STEM,High,Low,No,3.73,Yes,0.558,0.656,0.757,0.724,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01095,Male,STEM,Low,High,Yes,4.25,No,0.631,0.533,0.68,0.419,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01096,Female,Business,Low,Medium,Yes,2.69,Yes,0.368,0.747,0.454,0.761,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01097,Female,Health,Medium,High,Yes,4.41,Yes,0.701,0.473,1,0.626,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01098,Female,Arts & Humanities,Medium,Low,No,2.51,No,0.345,0.4,0.578,0.694,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD01099,Male,STEM,Low,Medium,Yes,4.14,No,0.348,0.214,0.693,0.055,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01100,Female,Social Sciences,Low,Medium,No,3.13,No,0.255,0.398,0.521,0.358,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01101,Female,Business,Low,Low,No,2.59,Yes,0.695,0.654,0.308,0.988,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01102,Male,Education,Medium,Medium,No,2.92,No,0.59,0.429,0.524,0.023,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01103,Male,Business,Medium,Medium,Yes,2.56,No,0.521,0.513,0.746,0.282,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01104,Female,STEM,High,Low,Yes,3.47,No,0.865,0.171,0.685,0.292,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01105,Female,Arts & Humanities,Medium,Medium,No,2.69,Yes,0.689,0.684,0.518,0.638,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01106,Female,STEM,Low,Medium,No,3.33,No,0.849,0.397,0.814,0.52,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01107,Male,Health,Medium,Low,No,3.52,No,0.612,0.068,0.466,0.315,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01108,Male,Education,Medium,Low,No,3.27,No,0.525,0.581,0.641,0.264,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01109,Female,Business,Medium,Low,No,2.53,No,0.483,0.465,0.474,0.179,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01110,Male,STEM,High,Medium,No,2.89,No,0.523,0.292,0.43,0.227,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01111,Male,Business,Low,Low,Yes,3.13,No,0.504,0.228,0.752,0.069,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01112,Male,STEM,Medium,Medium,Yes,3.81,No,0.402,0.369,0.81,0.133,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01113,Male,Social Sciences,Medium,Medium,No,3.27,No,0.613,0.281,0.732,0.227,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01114,Female,Business,Medium,Low,Yes,2.14,No,0.733,0.223,0.531,0.425,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01115,Male,Business,Low,Medium,No,2.8,No,0.29,0.545,0.787,0.24,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01116,Female,Arts & Humanities,High,Low,No,3.6,Yes,0.548,0.307,0.551,0.671,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01117,Female,Health,Low,Medium,No,2.79,No,0.726,0.504,0.745,0.324,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01118,Male,Social Sciences,Low,Low,No,4.54,No,0.129,0.459,0.425,0.276,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01119,Male,STEM,Medium,Low,No,2.39,No,0.417,0.399,0.628,0.175,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01120,Female,Education,Medium,Low,Yes,3.39,No,0.778,0.227,0.726,0.577,Yes,Yes,Yes,Yes,Yes,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,1,ai_detection_tool,AI detection fairness stress test
STUD01121,Female,Arts & Humanities,Medium,Low,No,2.41,No,0.802,0.44,0.736,0.36,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01122,Male,Education,Medium,Low,No,3.42,Yes,0.493,0.195,0.604,0.799,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01123,Female,Arts & Humanities,Low,Low,Yes,2.72,No,0.714,0.152,0.503,0.279,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01124,Female,STEM,Medium,Medium,No,3.34,Yes,0.403,0.563,0.491,0.679,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01125,Male,STEM,Medium,Medium,No,3.06,No,0.424,0.193,0.385,0.106,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01126,Female,Business,Low,Medium,Yes,3.7,Yes,0.414,0.56,1,0.716,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
