student_id,gender,subject_area,socioeconomic_band,ai_access_level,weekly_genai_use_hours,ai_confidence_score_1_5,ai_training_completed,career_ai_tool_used,assessment_score_after_ai_integration,academic_misconduct_flag,demo_note
SURV00447,Male,Social Sciences,High,Strong,7.4,2.84,Yes,No,83.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00448,Female,Business,High,Adequate,3.2,3.25,Yes,Yes,72.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00449,Male,Business,Medium,Adequate,5.1,3.61,No,No,92.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00450,Male,Arts & Humanities,Low,Adequate,4.9,4.99,No,No,88.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00451,Male,STEM,Low,Adequate,7.0,3.75,No,Yes,81.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00452,Male,Social Sciences,Medium,Strong,8.3,4.49,Yes,No,95.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00453,Female,Education,Medium,Adequate,6.0,4.11,Yes,Yes,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00454,Male,Social Sciences,High,Adequate,2.8,3.73,No,Yes,98.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00455,Female,STEM,Low,Adequate,2.7,2.33,No,No,68.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00456,Male,STEM,Low,Limited,3.1,3.48,No,Yes,81.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00457,Female,STEM,Medium,Adequate,4.7,4.05,No,Yes,72.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00458,Female,Arts & Humanities,High,Adequate,4.9,2.86,No,No,83.9,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00459,Female,Health,Low,Adequate,2.5,1.91,Yes,No,81.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00460,Male,Business,High,Strong,6.8,5,Yes,No,76.8,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00461,Male,Arts & Humanities,High,Adequate,5.3,4.27,No,Yes,75.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00462,Male,Health,Low,Strong,7.4,5,Yes,Yes,100,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00463,Female,Business,Medium,Strong,9.1,2.76,No,No,77.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00464,Female,Business,High,Strong,7.2,2.87,No,No,86.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00465,Male,STEM,Medium,Strong,5.6,4.01,Yes,No,84.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00466,Male,Health,Medium,Adequate,4.2,1.73,No,No,69.1,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00467,Male,STEM,High,Strong,7.9,4.74,No,No,95.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00468,Female,STEM,Low,Adequate,4.1,4.0,Yes,No,82.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00469,Female,STEM,Medium,Adequate,5.3,3.2,Yes,No,75.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00470,Female,Health,Medium,Adequate,1.9,3.84,Yes,Yes,72.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00471,Male,Business,Low,Strong,9.1,3.65,No,No,76.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00472,Female,Education,Low,Adequate,6.4,2.9,No,No,65.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00473,Male,STEM,High,Adequate,4.0,2.17,No,No,65.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00474,Female,Business,Low,Limited,1.5,3.25,No,No,82.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00475,Male,Business,Medium,Strong,8.9,3.98,No,Yes,89.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00476,Female,STEM,Medium,Adequate,5.3,3.22,Yes,No,85.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00477,Male,STEM,Low,Adequate,4.3,2.6,No,No,77.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00478,Female,Business,High,Strong,7.2,3.33,No,Yes,78.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00479,Female,Business,Medium,Adequate,4.5,2.63,Yes,No,71.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00480,Female,Education,Medium,Strong,7.0,3.5,No,No,89.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00481,Male,Arts & Humanities,Medium,Adequate,4.0,5,No,No,83.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00482,Male,STEM,High,Strong,9.3,4.09,Yes,Yes,94.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00483,Male,Business,Low,Limited,3.7,4.37,No,No,85.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00484,Female,Business,Medium,Limited,0,2.36,No,Yes,64.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00485,Female,STEM,Medium,Adequate,6.2,1.8,Yes,No,83.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00486,Female,Education,Medium,Limited,1.1,3.01,Yes,Yes,86.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00487,Male,Education,Low,Adequate,5.6,4.03,No,No,67.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00488,Male,Arts & Humanities,Medium,Adequate,4.1,2.99,Yes,Yes,70.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00489,Male,Arts & Humanities,High,Strong,8.7,3.6,No,Yes,83.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00490,Male,Social Sciences,High,Strong,11.7,4.06,Yes,Yes,98.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00491,Male,Arts & Humanities,Medium,Adequate,4.8,3.51,No,Yes,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00492,Male,Arts & Humanities,Medium,Adequate,3.9,4.06,Yes,Yes,80.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00493,Male,STEM,Medium,Adequate,3.5,3.23,No,No,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00494,Male,Social Sciences,Medium,Adequate,3.2,5,Yes,No,71.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00495,Male,STEM,Medium,Strong,5.2,4.39,No,Yes,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00496,Female,Business,Medium,Adequate,4.3,3.51,Yes,No,80.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00497,Female,Business,Medium,Adequate,3.9,3.34,No,Yes,75.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00498,Male,Social Sciences,High,Strong,5.4,2.05,Yes,No,74.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00499,Male,STEM,High,Adequate,6.3,3.43,Yes,No,85.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00500,Male,STEM,Medium,Adequate,4.1,3.81,Yes,No,94.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00501,Male,Health,Medium,Adequate,3.0,3.28,No,Yes,89.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00502,Male,Education,Medium,Adequate,5.9,3.65,No,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00503,Female,Social Sciences,Low,Adequate,1.6,2.97,Yes,No,77.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00504,Male,Arts & Humanities,Medium,Adequate,6.0,2.94,No,No,79.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00505,Non-disclosed,Education,Medium,Adequate,4.0,3.75,No,No,82.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00506,Male,STEM,High,Adequate,6.1,3.9,No,Yes,70.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00507,Female,Arts & Humanities,Low,Adequate,1.9,3.11,No,No,75.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00508,Female,Education,High,Strong,4.0,1.84,No,No,65.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00509,Female,Health,Medium,Adequate,2.7,1.74,No,Yes,68.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00510,Female,Education,High,Adequate,2.0,3.23,No,No,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00511,Male,STEM,Low,Strong,9.9,3.94,Yes,No,88.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00512,Female,STEM,Low,Strong,3.9,3.07,Yes,Yes,93.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00513,Female,Social Sciences,Low,Limited,0,4.25,Yes,Yes,92.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00514,Female,Health,Low,Adequate,3.4,2.47,Yes,No,70.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00515,Female,Arts & Humanities,Medium,Adequate,5.2,3.88,Yes,No,62.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00516,Male,Education,High,Adequate,5.5,2.74,No,Yes,73.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00517,Female,Social Sciences,Low,Adequate,4.7,2.67,No,No,76.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00518,Male,STEM,Medium,Adequate,4.9,4.03,Yes,No,78.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00519,Male,Health,Medium,Limited,1.5,2.36,Yes,Yes,76.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00520,Female,STEM,Low,Adequate,3.4,3.03,No,No,66.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00521,Female,Business,Medium,Limited,2.7,2.18,No,No,71.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00522,Male,Health,Medium,Strong,7.1,4.54,No,No,81.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00523,Female,Social Sciences,Medium,Adequate,2.3,3.47,Yes,No,84.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00524,Male,STEM,Medium,Adequate,4.6,4.18,No,No,88.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00525,Male,Social Sciences,Medium,Adequate,4.9,3.34,No,Yes,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00526,Female,Arts & Humanities,Medium,Adequate,5.4,3.08,No,Yes,71.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00527,Male,STEM,Low,Adequate,6.3,3.0,No,No,82.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00528,Male,STEM,Low,Adequate,6.7,2.49,No,No,67.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00529,Female,Arts & Humanities,High,Adequate,4.0,1.71,No,No,65.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00530,Female,Health,High,Limited,0.5,2.6,Yes,No,73.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00531,Female,Business,Medium,Adequate,2.4,2.84,No,No,76.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00532,Male,STEM,Low,Adequate,3.8,4.59,No,No,95.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00533,Female,STEM,Low,Adequate,4.5,3.49,No,Yes,87.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00534,Female,Health,Low,Adequate,4.7,4.11,No,No,93.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00535,Male,STEM,Medium,Adequate,4.9,3.1,Yes,No,72.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00536,Male,STEM,Low,Adequate,2.7,3.96,No,No,85.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00537,Male,STEM,Medium,Strong,9.0,2.92,No,No,82.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00538,Female,Social Sciences,Low,Strong,7.5,4.25,No,Yes,70.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00539,Female,Arts & Humanities,High,Strong,5.6,3.13,No,Yes,75.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00540,Male,Business,High,Strong,7.3,5,Yes,No,98.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00541,Female,Arts & Humanities,Low,Adequate,2.0,3.96,Yes,No,88.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00542,Male,STEM,Low,Adequate,6.8,3.77,No,No,73.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00543,Male,STEM,Medium,Adequate,5.3,3.63,No,No,73.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00544,Male,STEM,Low,Adequate,3.1,3.09,No,No,71.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00545,Male,STEM,High,Adequate,3.9,4.12,No,No,82.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00546,Male,Business,High,Adequate,5.8,3.96,Yes,Yes,87.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00547,Male,Business,Low,Adequate,3.1,3.81,No,No,66.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00548,Male,Social Sciences,Medium,Adequate,5.1,3.94,No,Yes,86.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00549,Male,Arts & Humanities,High,Strong,8.4,3.35,No,Yes,70.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00550,Male,STEM,Medium,Adequate,5.1,3.26,No,No,82.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00551,Female,Education,Medium,Adequate,3.5,4.49,Yes,Yes,87.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00552,Female,Education,Low,Limited,1.0,2.34,No,No,79.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00553,Female,STEM,Medium,Adequate,5.0,3.59,No,No,82.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00554,Female,Education,Medium,Adequate,2.3,3.76,No,No,67.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00555,Male,STEM,Medium,Adequate,5.0,3.73,Yes,Yes,92.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00556,Female,Education,High,Strong,6.2,3.2,No,No,65.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00557,Male,STEM,Medium,Adequate,4.3,3.25,Yes,No,78.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00558,Female,Education,High,Strong,7.3,4.14,No,Yes,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00559,Female,Social Sciences,Medium,Adequate,4.2,2.86,No,No,73.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00560,Male,Social Sciences,High,Strong,7.3,4.26,No,No,71.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00561,Male,Education,High,Adequate,4.1,3.34,Yes,No,91.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00562,Male,Arts & Humanities,Low,Adequate,3.4,3.95,No,No,75.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00563,Female,STEM,Medium,Strong,7.5,2.68,No,Yes,73.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00564,Female,Health,Medium,Adequate,2.6,3.27,No,No,65.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00565,Male,Arts & Humanities,Medium,Adequate,5.2,2.92,No,No,75.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00566,Female,Business,Medium,Adequate,2.5,3.35,Yes,No,82.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00567,Female,Business,High,Adequate,4.0,3.94,Yes,No,87.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00568,Male,STEM,Medium,Adequate,4.3,3.35,Yes,No,96.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00569,Male,Health,High,Strong,8.0,5,No,No,83.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00570,Male,Arts & Humanities,High,Adequate,3.1,4.28,Yes,No,75.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00571,Female,Health,Low,Adequate,4.3,1.77,No,No,78.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00572,Male,STEM,Medium,Adequate,6.6,4.88,Yes,Yes,93.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00573,Male,STEM,Low,Strong,9.2,3.41,Yes,No,89.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00574,Female,Health,Medium,Limited,2.7,2.31,Yes,No,56.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00575,Male,Business,Medium,Strong,9.1,3.74,Yes,No,93.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00576,Male,Business,Medium,Limited,1.4,2.59,No,No,76.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00577,Female,STEM,Medium,Strong,7.3,3.95,No,Yes,85.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00578,Female,Education,Medium,Limited,0,3.05,No,No,72.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00579,Male,Business,Low,Strong,8.3,5,Yes,Yes,89.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00580,Female,Health,Medium,Adequate,2.4,2.6,No,No,77.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00581,Female,STEM,Medium,Adequate,4.3,3.4,Yes,No,79.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00582,Male,Health,Low,Adequate,4.5,4.19,Yes,No,77.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00583,Female,Business,Medium,Strong,9.5,3.94,No,No,76.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00584,Female,Health,Low,Limited,2.2,2.22,Yes,No,72.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00585,Male,Social Sciences,Medium,Adequate,1.0,2.63,No,No,77.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00586,Female,Arts & Humanities,Medium,Strong,5.8,3.99,Yes,No,86.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00587,Female,Social Sciences,Medium,Limited,3.7,2.95,No,No,84.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00588,Male,STEM,Medium,Strong,9.1,4.96,Yes,Yes,95.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00589,Male,Business,Low,Limited,2.3,3.76,Yes,Yes,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00590,Female,Social Sciences,Medium,Adequate,2.4,2.65,Yes,Yes,81.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00591,Female,Business,Medium,Adequate,4.6,4.01,Yes,No,86.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00592,Male,Business,Medium,Adequate,2.4,4.68,Yes,Yes,94.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00593,Female,Education,Medium,Strong,10.5,3.42,Yes,No,95.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00594,Male,STEM,Medium,Strong,7.3,4.93,No,Yes,91.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00595,Female,Arts & Humanities,Medium,Adequate,1.4,3.5,No,Yes,77.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00596,Female,Health,High,Adequate,5.6,3.66,No,No,87.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00597,Female,Arts & Humanities,Medium,Strong,6.4,2.87,No,No,86.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00598,Male,Business,Medium,Strong,10.1,4.41,Yes,Yes,88.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00599,Female,Business,Medium,Strong,7.6,3.57,No,No,98.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00600,Female,STEM,High,Adequate,1.1,3.54,No,Yes,70.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00601,Female,Business,High,Strong,6.2,3.9,Yes,No,71.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00602,Female,STEM,Medium,Adequate,6.8,3.38,No,Yes,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00603,Female,Health,Low,Strong,6.2,3.71,No,No,78.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00604,Male,Education,Medium,Strong,5.7,3.76,No,No,78.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00605,Female,Health,Medium,Adequate,3.6,3.69,No,No,87.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00606,Male,Social Sciences,Medium,Strong,8.6,4.04,Yes,Yes,87.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00607,Female,Social Sciences,Low,Adequate,2.4,3.31,No,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00608,Male,Business,Low,Strong,7.6,4.6,Yes,Yes,89.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00609,Female,Health,Low,Adequate,2.4,3.02,No,No,72.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00610,Female,Business,Medium,Strong,4.8,3.45,Yes,No,77.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00611,Male,Business,High,Strong,10.2,4.4,Yes,No,83.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00612,Female,Arts & Humanities,Medium,Adequate,4.2,3.8,No,Yes,93.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00613,Female,Business,Medium,Adequate,6.2,3.34,No,No,71.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00614,Male,Education,Low,Adequate,6.8,2.62,No,Yes,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00615,Female,STEM,Low,Limited,5.9,2.05,Yes,Yes,83.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00616,Female,STEM,High,Strong,10.2,5,No,No,97.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00617,Female,Education,High,Strong,6.5,3.46,No,No,74.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00618,Non-disclosed,Arts & Humanities,Medium,Strong,5.3,2.84,No,No,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00619,Female,Social Sciences,Medium,Adequate,3.8,3.53,Yes,Yes,76.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00620,Male,Business,Medium,Strong,10.0,5,No,No,78.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00621,Male,Business,High,Adequate,6.5,4.05,No,Yes,88.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00622,Female,Social Sciences,Medium,Adequate,4.4,3.52,No,Yes,67.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00623,Female,Business,Medium,Adequate,1.8,3.82,No,Yes,87.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00624,Female,Social Sciences,Medium,Strong,4.0,3.13,No,No,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00625,Male,Social Sciences,High,Adequate,5.8,3.54,Yes,Yes,66.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00626,Male,Health,Medium,Adequate,4.9,3.73,Yes,No,77.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00627,Female,Business,Medium,Adequate,3.7,2.84,No,No,75.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00628,Female,Business,Low,Adequate,3.4,2.54,Yes,No,90.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00629,Female,Health,Medium,Strong,6.0,3.03,Yes,No,79.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00630,Male,STEM,High,Limited,4.6,3.39,Yes,No,78.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00631,Male,Social Sciences,Medium,Adequate,3.4,3.24,No,No,77.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00632,Male,STEM,Low,Limited,5.8,3.04,Yes,Yes,76.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00633,Female,Education,Medium,Strong,7.2,3.42,No,Yes,77.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00634,Male,Business,Low,Adequate,3.1,4.04,No,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00635,Male,Business,Medium,Limited,4.9,3.52,Yes,No,86.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00636,Female,Arts & Humanities,Medium,Adequate,3.6,2.28,No,Yes,67.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00637,Female,Arts & Humanities,Low,Adequate,5.4,4.2,Yes,No,90.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00638,Female,Health,Low,Limited,1.6,2.62,No,No,88.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00639,Female,Education,Medium,Adequate,3.8,2.18,No,Yes,76.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00640,Male,STEM,Low,Adequate,6.4,3.05,No,No,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00641,Female,STEM,High,Strong,6.9,3.35,Yes,Yes,88.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00642,Female,STEM,Low,Adequate,2.9,2.63,No,No,83.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00643,Male,Social Sciences,High,Adequate,5.0,2.95,Yes,No,57.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00644,Female,STEM,High,Adequate,3.8,3.04,Yes,No,75.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00645,Female,Arts & Humanities,Low,Adequate,2.2,2.64,No,No,74.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00646,Male,STEM,Low,Strong,7.6,4.15,No,No,89.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00647,Male,Business,Medium,Adequate,6.9,4.17,No,No,83.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00648,Non-disclosed,STEM,High,Adequate,4.3,4.23,No,No,74.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00649,Non-disclosed,Social Sciences,Medium,Adequate,0.6,5,No,Yes,100,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00650,Male,Business,Low,Adequate,3.2,3.6,No,Yes,85.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00651,Female,Education,Medium,Strong,5.5,2.76,No,No,80.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00652,Female,Business,High,Adequate,3.5,4.84,Yes,No,86.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00653,Female,Business,High,Strong,4.7,3.85,Yes,Yes,94.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00654,Female,STEM,High,Adequate,5.1,4.05,Yes,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00655,Female,Social Sciences,High,Strong,9.1,4.57,Yes,No,89.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00656,Male,Social Sciences,Medium,Adequate,3.8,3.47,No,No,73.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00657,Male,Social Sciences,Medium,Adequate,2.9,3.64,No,No,74.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00658,Male,Business,Medium,Strong,8.1,4.81,Yes,No,97.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00659,Male,Education,Low,Adequate,3.1,4.11,No,No,71.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00660,Female,Business,Low,Limited,0,2.55,No,No,71.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00661,Male,STEM,Medium,Adequate,3.7,3.36,No,No,71.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00662,Male,Education,Medium,Adequate,4.9,3.61,No,Yes,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00663,Female,Arts & Humanities,High,Strong,8.8,2.71,No,No,86.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00664,Male,Education,Medium,Adequate,3.3,3.38,No,No,70.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00665,Female,Arts & Humanities,Medium,Adequate,2.5,3.57,No,Yes,79.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00666,Male,Education,Low,Adequate,3.9,4.4,Yes,Yes,83.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00667,Female,Social Sciences,Medium,Adequate,2.1,2.82,No,No,76.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00668,Female,Arts & Humanities,Medium,Adequate,2.6,2.83,No,Yes,75.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00669,Male,Health,Medium,Adequate,3.8,3.64,Yes,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00670,Male,Business,Low,Limited,1.7,2.17,Yes,No,81.4,No,Synthetic survey-style data for dashboard demonstration only
